1	1	5
1	2	0
2	1	0
2	2	20
2	3	-10
3	2	-10
3	3	19.99999999999999
3	4	-9.999999999999993
4	3	-9.999999999999993
4	4	20
4	5	-10
5	4	-10
5	5	20.00000000000001
5	6	-10
6	5	-10
6	6	19.99999999999999
6	7	-9.999999999999982
7	6	-9.999999999999982
7	7	19.99999999999999
7	8	-10
8	7	-10
8	8	20.00000000000001
8	9	-10
9	8	-10
9	9	20.00000000000001
9	10	-10
10	9	-10
10	10	20.00000000000001
10	11	0
11	10	0
11	11	10
